WATER,TOWN,COUNTY,X_coord,Y_coord
FISH P,Moxie Gore,Somerset,-69.9223647944,45.3787012444
CARRABASSETT R,New Portland,Somerset,-70.10701189960884,44.90251483845724
SANDY R,Norridgewock,Somerset,-69.8710616502,44.7718652887
PARLIN P,Parlin Pond Twp,Somerset,-70.0858023626,45.5233808324
SMITH P,Parlin Pond Twp,Somerset,-70.0258126879,45.5672127062
BASIN P,Pierce Pond Twp,Somerset,-70.1396877496,45.2453417865
HORSESHOE P,Pierce Pond Twp,Somerset,-70.1068983368,45.292273398
KILGORE P,Pierce Pond Twp,Somerset,-70.0766276426,45.3118404841
KILGORE P (UPPER),Pierce Pond Twp,Somerset,-70.0778979225,45.3211747476
PIERCE P,Pierce Pond Twp,Somerset,-70.0739196059,45.2649831973
SPLIT ROCK P,Pierce Pond Twp,Somerset,-70.0729318671,45.2979131388
SEBASTICOOK R,Pittsfield,Somerset,-69.37410883260512,44.75462279409646
BEAN P,Pleasant Ridge Plt,Somerset,-69.9788049741,45.1277254523
LOST P,Pleasant Ridge Plt,Somerset,-69.9843696107,45.1450144182
ROWE P,Pleasant Ridge Plt,Somerset,-69.9914847587,45.1243239022
MOOSEHEAD L,Rockwood Strip T1 R1 NBKP,Somerset,-69.75776475933714,45.68231538686115
DEMO P,Rockwood Strip T2 R1 NBKP,Somerset,-69.9662904396,45.6502172545
RODERIQUE P,Rockwood Strip T2 R1 NBKP,Somerset,-69.9273571158,45.6542405076
INDIAN P (BIG),Saint Albans,Somerset,-69.3861332996,44.9350585212
INDIAN STREAM,Saint Albans,Somerset,-69.3861332996,44.9350585212
OTTER P,Sandwich Academy Grant Twp,Somerset,-69.9069102257,45.6035862063
OTTER P (LITTLE),Sandwich Academy Grant Twp,Somerset,-69.9327721628,45.6073207536
KENNEBEC R,Sapling Twp,Somerset,-69.7717105901,45.5830323427
HIGHT P,Skowhegan,Somerset,-69.7210018533,44.7725379229
KENNEBEC R,Skowhegan,Somerset,-69.74891269730756,44.75047712620494
BAKER P,Solon,Somerset,-69.7710748486,44.9816258258
KENNEBEC R,Solon,Somerset,-69.87293869473679,44.955389562566985
WENTWORTH P,Solon,Somerset,-69.7427830743,44.9777872439
INDIAN P (LITTLE),Squaretown Twp,Somerset,-69.8345605166,45.4184176867
KNIGHTS P,Squaretown Twp,Somerset,-69.8643,45.409816
BALD MOUNTAIN P,T2R3,Somerset,-69.729335,45.258539
DEAD RIVER,T3 R4 BKP WKR,Somerset,-70.22708260136265,45.26036095760388
SHAW P (LOWER),T3 R4 BKP WKR,Somerset,-70.2637118297,45.2855208974
SPRING L,T3 R4 BKP WKR,Somerset,-70.2628255011,45.2361797443
BILL MORRIS P,T3 R5 BKP WKR,Somerset,-70.2428956899,45.3847323616
BRASSUA L,Taunton & Raynham Academy Grant,Somerset,-69.81992284039448,45.64727277690205
LONG P,Taunton & Raynham Academy Grant,Somerset,-69.7608342344,45.6419484999
WEST OUTLET (MOOSEHEAD L),Taunton & Raynham Academy Grant,Somerset,-69.7608342344,45.6419484999
LONG (MARTIN) P,The Forks Plt,Somerset,-69.9942806778,45.2704093804
MOSQUITO P,The Forks Plt,Somerset,-69.859807093,45.2997101974
MOXIE P,The Forks Plt,Somerset,-69.8471601834,45.3178109414
FISH P,Thorndike Twp,Somerset,-70.1279378984,45.7456404907
LUTHER P,Thorndike Twp,Somerset,-70.083661118,45.7287561856
ENCHANTED P,Upper Enchanted Twp,Somerset,-70.184722,45.434092
GOOSE RIVER,Belfast,Waldo,-68.99958806739858,44.44325770997244
SANBORN P,Brooks,Waldo,-69.1429388005,44.4808200167
SEBASTICOOK R,Burnham,Waldo,-69.45985120969925,44.65437418453325
DUTTON P,Knox,Waldo,-69.1544648255,44.4848684858
SAINT GEORGE L,Liberty,Waldo,-69.334656924,44.3857765478
MEGUNTICOOK L,Lincolnville,Waldo,-69.1064056318,44.2568394119
MOODY P,Lincolnville,Waldo,-69.1437324426,44.2935855208
NORTON P,Lincolnville,Waldo,-69.1099473562,44.2874515234
KNIGHT P,Northport,Waldo,-69.0010240451,44.3179016772
BOWLER (BELTON) P,Palermo,Waldo,-69.4063278578,44.4183199669
SHEEPSCOT P,Palermo,Waldo,-69.4327670714,44.3613618215
HALFMOON P,Prospect,Waldo,-68.9387740317,44.5568379855
LEVENSELLER P,Searsmont,Waldo,-69.1319336614,44.3237936952
QUANTABACOOK L,Searsmont,Waldo,-69.1761345813,44.3940208984
SAINT GEORGE R,Searsmont,Waldo,-69.18988034212933,44.35645611309553
GOOSE RIVER,Swanville,Waldo,-69.00001045589212,44.489837760739086
SWAN L,Swanville,Waldo,-68.9895584096,44.5481865662
SANDY STREAM,Unity,Waldo,-69.35060858462175,44.62150539099635
PLEASANT L,Alexander,Washington,-67.4842509124,45.0645009669
MEDDYBEMPS L,Baileyville,Washington,-67.380559736,45.1029135963
PLEASANT RIVER L,Beddington,Washington,-67.9782305769,44.8494979956
SOUTHWEST P,Beddington,Washington,-67.969723873,44.8054438257
CLARK B (MAGURREWOCK S),Calais,Washington,-67.27158670760551,45.12045903093993
KEENE L,Calais,Washington,-67.1743959704,45.1097121369
NASHS L,Calais,Washington,-67.2099645945,45.1078399498
JAMES P,Charlotte,Washington,-67.2735058311,45.0346196072
LEDGE (BALD LEDGE) P,Charlotte,Washington,-67.283964475,45.0352219907
PENNAMAQUAN L,Charlotte,Washington,-67.2280828346,45.0058967016
ROUND L,Charlotte,Washington,-67.2677760001,45.0200090029
SCHOODIC L,Cherryfield,Washington,-67.8937550144585,44.69889781401764
MEYERS P (NORTH),Columbia,Washington,-67.8376062531,44.6765783335
MEYERS P (SOUTH),Columbia,Washington,-67.8380624591,44.6756245214
VINING L,Cooper,Washington,-67.4506711701,44.9447834733
ACKLEY P,Cutler,Washington,-67.223125648,44.6760220888
NORSE P,Cutler,Washington,-67.124070898,44.7096310121
GRAND L (EAST),Danforth,Washington,-67.76561203426425,45.66996764851457
GREENLAND P (LITTLE),Danforth,Washington,-67.755245964,45.6052905217
FOXHOLE P,Deblois,Washington,-67.9531638229,44.7679461327
MIC-MAC P,Deblois,Washington,-67.9408378064,44.729128075
PINEO P,Deblois,Washington,-67.9381336027,44.7185887785
SPECTACLE P,Deblois,Washington,-67.9300334644,44.7184234587
MOPANG L,Devereaux Twp,Washington,-68.0047223737,44.9197287988
GARDNER L,East Machias,Washington,-67.4436724746,44.7851556426
COBSCOOK BAY STATE PARK P,Edmunds Twp,Washington,-67.1671438629,44.8494910246
SPEDNIC L,Forest City Twp,Washington,-67.7211828206,45.6702986608
TOMAH L,Forest City Twp,Washington,-67.7427819696,45.5908392357
BIG L,Grand Lake Stream Plt,Washington,-67.682477,45.170285
GRAND LAKE STREAM,Grand Lake Stream Plt,Washington,-67.77040232953631,45.174925923554255
GRAND LAKE STREAM CANAL,Grand Lake Stream Plt,Washington,-67.77732103685092,45.180264845139014
PLEASANT L,Kossuth Twp,Washington,-67.8889144616,45.3764425659
LAMBERT L,Lambert Lake Twp,Washington,-69.5131437424,45.8603117116
LONG L,Marion Twp,Washington,-67.2985747915,44.8162147061
MIDDLE R,Marshfield,Washington,-67.5231130567,44.7661627818
SIX MILE L,Marshfield,Washington,-67.5231130567,44.7661627818
CATHANCE L,No 14 Twp - Cathance Twp,Washington,-67.3963436958,44.9477843459
BOG L,Northfield,Washington,-67.5778197588,44.85074232
PEAKED MOUNTAIN P,Northfield,Washington,-67.6984396983,44.7668175923
BOYDEN L,Perry,Washington,-67.15421,45.014211
GOULDING L,Robbinston,Washington,-67.1858643658,45.0733584141
MONEYMAKER L,Robbinston,Washington,-67.1687317766,45.0944657981
SIMPSON P,Roque Bluffs,Washington,-67.4875524751,44.6119894837
PIKE BROOK P (EAST),T18 MD BPP,Washington,-67.9097716219,44.714355277
PIKE BROOK P (WEST),T18 MD BPP,Washington,-67.9129304728,44.7140859113
LOVE L,T19 ED BPP,Washington,-67.5190897392,44.9964756301
SPECTACLE L (UPPER),T19 ED BPP,Washington,-67.479196,44.958519
MONTEGAIL P,T19 MD BPP,Washington,-67.771316277,44.7561548918
HOSEA PUG L,T26 ED BPP,Washington,-67.6829124688,45.0370964459
PEEP L,T30 MD BPP,Washington,-67.8920986061,44.9095104781
SALMON P,T30 MD BPP,Washington,-67.8590144218,44.9201250572
BERRYPATCH P,T31 MD BPP - Day Block Twp,Washington,-67.7242663309,44.9091626928
SECOND L (OLD STREAM),T37 MD BPP,Washington,-67.7917530978,45.0125114693
MONROE L,T43 MD BPP,Washington,-67.794569589,45.08601189
MONROE P (EAST),T43 MD BPP,Washington,-67.8036381391,45.0799041953
MONROE P (WEST),T43 MD BPP,Washington,-67.806924232,45.0776568437
GRAND L (WEST),T6 ND BPP,Washington,-67.8422080079,45.2394067709
POCUMCUS L,T6 ND BPP,Washington,-67.9094094202,45.1937839521
PORK BARREL L,T6 R1 NBPP,Washington,-67.9062012098,45.2995817589
FARROW L,Topsfield,Washington,-67.7673159445,45.4251171958
MUSQUASH L (EAST),Topsfield,Washington,-67.8055292717,45.4100996185
LILY L,Trescott Twp,Washington,-67.1056661799,44.828606073
SPEDNIC L,Vanceboro,Washington,-67.4774745187,45.6006591373
INDIAN L,Whiting,Washington,-67.2656191089,44.7545552247
NORTH P,Warren,Xnox,-69.285182,44.13491
MOOSE P,Acton,York,-70.9334518121,43.5882417762
WILSON L,Acton,York,-70.9378664213,43.5578598322
KEAY B,Berwick,York,-70.90326502664405,43.317131744787645
LITTLE R,Berwick,York,-70.87472329147802,43.3171919488783
MATHEW'S MILL P,Berwick,York,-70.8289972847,43.2876869403
WORSTER B,Berwick,York,-70.83434842376559,43.27652662838584
THACHER B,Biddeford,York,-70.48041635860373,43.49343135666241
WILCOX P,Biddeford,York,-70.4571321892,43.4712151306
LITTLE R,Buxton,York,-70.53623384518002,43.67019714053042
SACO R,Buxton,York,-70.57572184498663,43.61741361746786
COOKS B,Dayton,York,-70.61835322385338,43.56170056933495
SACO R,Dayton,York,-70.54023761402428,43.54992803179362
SWAN POND B,Dayton,York,-70.9368004942,43.6000742902
YORK P,Eliot,York,-70.767306452,43.1881653656
YORK R,Eliot,York,-70.767306452,43.1881653656
DEER P,Hollis,York,-70.6598946177,43.6520969527
TOWN OFFICE (MEMORIAL) P,Hollis,York,-70.600038377,43.6384467384
ALEWIFE P,Kennebunk,York,-70.6041655314,43.437961459
KENNEBUNK R,Kennebunk,York,-70.57458821044055,43.44800996892228
MOUSAM R,Kennebunk,York,-70.54170724460815,43.38060312168738
WARD B,Kennebunk,York,-70.6482262375,43.5048886909
BATSON R,Kennebunkport,York,-70.45107013037256,43.400421514359664
GOFF MILL B,Kennebunkport,York,-70.48544824511966,43.37810566697907
KITTERY CLUB P,Kittery,York,-70.7622683368,43.1090767076
GREAT B,Lebanon,York,-70.93101411152989,43.39918584271523
LITTLE R,Lebanon,York,-70.84626145257126,43.39512339898952
BROWN B,Limerick,York,-70.77614816073269,43.69353745431442
LEAVITT B,Limerick,York,-70.77118822394031,43.708847714142614
OSSIPEE R (LITTLE),Limerick,York,-70.78077821064488,43.65772838122113
HORNE (PEQUAWKET) P,Limington,York,-70.6848693219,43.7743599727
OSSIPEE R (LITTLE),Limington,York,-70.67844191484247,43.71970119964218
SACO R,Limington,York,-70.653380696,43.6917316199
KENNEBUNK P,Lyman,York,-70.6482262375,43.5048886909
PARKER (BARKER) P,Lyman,York,-70.6094805867,43.5343687255
ROUND P,Lyman,York,-70.5889734762,43.5155080834
ADAMS P (ROCK HAVEN),Newfield,York,-70.9085483304,43.6445491962
OSSIPEE R (LITTLE),Newfield,York,-70.85559304998931,43.64716487372937
SYMMES P,Newfield,York,-70.8783388372,43.6489551321
GREAT WORKS R,North Berwick,York,-70.76723607912768,43.24744517324884
NEOUTAQUET R,North Berwick,York,-70.77747390324089,43.335114426759546
MILLIKEN MILLS P,Old Orchard Beach,York,-70.3946887008,43.5433993925
LONG P,Parsonsfield,York,-70.8594443061,43.7586185354
PENDEXTER B,Parsonsfield,York,-70.91293170731518,43.71645270524591
SOUTH R,Parsonsfield,York,-70.95902942503761,43.78541514629868
CASCADE FALLS B,Saco,York,-70.40732107546476,43.54389939924723
NONESUCH R,Saco,York,-70.39075235344052,43.5534171749979
ESTES L,Sanford,York,-70.678322,43.42596
GREAT WORKS R,Sanford,York,-70.78030306991953,43.428371938801774
LITTLEFIELD P,Sanford,York,-70.7921941367,43.4838704645
MOUSAM R,Sanford,York,-70.67967592793332,43.426169662755875
MOUSAM L,Shapleigh,York,-70.86321156027364,43.53568238964788
MOUSAM R,Shapleigh,York,-70.8336806638352,43.488052008244175
OSSIPEE R (LITTLE),Shapleigh,York,-70.8327794581,43.6094498091
SQUARE P,Shapleigh,York,-70.8862368208,43.5571307176
GREAT WORKS R,South Berwick,York,-70.7648528622,43.2567163946
KNIGHT P,South Berwick,York,-70.7614548069,43.2543771707
WARREN P,South Berwick,York,-70.7280582217,43.2277863828
BRANCH P (MIDDLE),Waterboro,York,-70.775881,43.556306
ISINGLASS P,Waterboro,York,-70.6918641034,43.6692018657
OSSIPEE L (LITTLE),Waterboro,York,-70.6991765857,43.6113335466
ELL (L) P,Wells,York,-70.71533471050692,43.34579426865363
GREEN B,Wells,York,-70.64992290513645,43.27993113636784
MERRILAND R,Wells,York,-70.58378166179305,43.34941552530056
OGUNQUIT R,Wells,York,-70.64612336217733,43.26421270385303
STEVENS B,Wells,York,-70.60052685945877,43.29074628646605
WEST B,Wells,York,-70.68987804975944,43.32901870016431
CAPE NEDDICK R,York,York,-70.62272996966985,43.1928776747739
JOSIAS R,York,York,-70.62249347402832,43.226682824567135
SMELT B,York,York,-70.73245499360992,43.183388909035074
UNNAMED B,York,York,-70.6559819629,43.1264760228
