COUNTY,DATE,WATER,TOWN,SPECIES,QTY,SIZE (inch),X_coord,Y_coord,ABUNDANCE
Piscataquis,2025-05-13,RAGGED L,T2 R13 WELS,SPLAKE,1800,9,-69.3725881152,45.8173745241,
Piscataquis,2025-05-13,DEER P,T3 R13 WELS,SPLAKE,500,9,-69.3837724379,45.9115243452,
Piscataquis,2025-05-13,CENTER P,Sangerville,BROWN TROUT,1200,8,-69.3035533383,45.123664927,
Piscataquis,2025-05-14,DUNHAM B,Dover-Foxcroft,BROOK TROUT,200,10,-69.26305410900189,45.190153761117855,
Piscataquis,2025-05-14,BLACK STREAM,Sangerville,BROOK TROUT,250,10,-69.27510840926034,45.15561798730709,
Piscataquis,2025-05-14,SNOWS P,Dover-Foxcroft,BROOK TROUT,250,10,-69.2437141259,45.2005768083,
Piscataquis,2025-05-14,SEBEC R,Sebec,BROOK TROUT,500,10,-69.07085343721992,45.27277525142001,
Piscataquis,2025-05-14,SPECTACLE P,Monson,BROOK TROUT,900,10,-68.2098317896,44.757070092,
Somerset,2025-05-15,WEST OUTLET (MOOSEHEAD L),Taunton & Raynham Academy Grant,L.L. SALMON,250,7,-69.7608342344,45.6419484999,
Piscataquis,2025-05-15,HEBRON L,Monson,BROOK TROUT,425,10,-69.5273310379,45.2805472069,
Somerset,2025-05-15,BRASSUA L,Taunton & Raynham Academy Grant,L.L. SALMON,500,7,-69.81992284039448,45.64727277690205,
Piscataquis,2025-05-15,BUNKER P (BIG),Shirley,BROOK TROUT,200,10,-69.5830403296,45.3273687562,
Somerset,2025-05-15,WEST OUTLET (MOOSEHEAD L),Taunton & Raynham Academy Grant,BROOK TROUT,100,10,-69.7608342344,45.6419484999,
Piscataquis,2025-05-15,HEBRON L,Monson,BROOK TROUT,425,10,-69.5273310379,45.2805472069,
Somerset,2025-05-15,WEST OUTLET (MOOSEHEAD L),Taunton & Raynham Academy Grant,L.L. SALMON,250,7,-69.7608342344,45.6419484999,
Somerset,2025-05-15,WEST OUTLET (MOOSEHEAD L),Taunton & Raynham Academy Grant,BROOK TROUT,400,10,-69.7608342344,45.6419484999,
Piscataquis,2025-05-15,BEAR P,Bowerbank,SPLAKE,300,10,-69.298224292,45.3025464542,
Somerset,2025-05-15,WEST OUTLET (MOOSEHEAD L),Taunton & Raynham Academy Grant,BROOK TROUT,100,10,-69.7608342344,45.6419484999,
Piscataquis,2025-05-19,ROACH P (FIRST),Frenchtown Twp,L.L. SALMON,1800,7,-69.3823704948,45.6570371684,
Somerset,2025-05-19,MOOSEHEAD L,Rockwood Strip T1 R1 NBKP,L.L. SALMON,1500,7,-69.75776475933714,45.68231538686115,
Piscataquis,2025-05-19,MOOSEHEAD L,Lily Bay Twp,L.L. SALMON,1500,7,-69.6487480783,45.4170636734,
Piscataquis,2025-05-19,MOOSEHEAD L,Greenville,L.L. SALMON,2000,7,-69.5115762207,45.5130545991,
Piscataquis,2025-05-20,POWER TROUT P,Moosehead Junction Twp,BROOK TROUT,250,10,-69.6186435644,45.3979195875,
Piscataquis,2025-05-20,DOE P,Monson,BROOK TROUT,550,10,-69.5458300124,45.2725102047,
Piscataquis,2025-05-20,DUNHAM B,Dover-Foxcroft,BROOK TROUT,220,10,-69.26305410900189,45.190153761117855,
Piscataquis,2025-05-20,PISCATAQUIS R,Dover-Foxcroft,BROOK TROUT,825,10,-69.23960769214355,45.183890154189605,
Piscataquis,2025-05-20,WHETSTONE P,Blanchard Twp,BROOK TROUT,1100,10,-69.558759336,45.2151650324,
Piscataquis,2025-05-20,GARLAND P,Dover-Foxcroft,BROOK TROUT,300,10,-69.2329383249,45.2609636226,
Piscataquis,2025-05-21,PISCATAQUIS R,Guilford,BROOK TROUT,825,10,-69.34800250301545,45.17222301124471,
Piscataquis,2025-05-21,PISCATAQUIS R,Guilford,BROOK TROUT,825,10,-69.34800250301545,45.17222301124471,
Piscataquis,2025-05-21,PISCATAQUIS R,Dover-Foxcroft,BROOK TROUT,825,10,-69.23960769214355,45.183890154189605,
Piscataquis,2025-05-21,PISCATAQUIS R,Dover-Foxcroft,BROOK TROUT,825,10,-69.23960769214355,45.183890154189605,
Piscataquis,2025-05-21,PISCATAQUIS R,Blanchard Twp,BROOK TROUT,440,10,-69.58375872894173,45.26682547723528,
Piscataquis,2025-05-21,PISCATAQUIS R,Monson,BROOK TROUT,440,10,-69.53119179690297,45.23617094575099,
Piscataquis,2025-05-21,SAWYER P,Greenville,BROOK TROUT,700,10,-69.5551055811,45.4772375371,
Piscataquis,2025-05-21,PISCATAQUIS R,Guilford,BROOK TROUT,825,10,-69.34800250301545,45.17222301124471,
Piscataquis,2025-05-22,GRAVEL PIT P,Moosehead Junction Twp,BROOK TROUT,250,10,-69.6241547647,45.4489544286,
Piscataquis,2025-05-22,WHETSTONE P,Blanchard Twp,BROOK TROUT,1300,10,-69.558759336,45.2151650324,
Piscataquis,2025-05-22,DRUMMOND P,Abbot,BROOK TROUT,250,10,-69.4186747492,45.1704987801,
Piscataquis,2025-05-22,WHETSTONE P,Blanchard Twp,L.L. SALMON,100,7,-69.558759336,45.2151650324,
Piscataquis,2025-05-22,SHADOW P,Moosehead Junction Twp,BROOK TROUT,175,10,-69.6243707212,45.4687175439,
Piscataquis,2025-05-22,PISCATAQUIS R,Guilford,BROOK TROUT,750,10,-69.34800250301545,45.17222301124471,
Piscataquis,2025-05-22,PISCATAQUIS R,Guilford,BROOK TROUT,750,10,-69.34800250301545,45.17222301124471,
Franklin,2025-05-23,BOUNDARY P,Beattie Twp,BROOK TROUT,700,10,-70.6782528946,45.5647919948,
Piscataquis,2025-05-23,PRONG P,Beaver Cove,BROOK TROUT,2100,10,-69.527521416,45.5353776477,
Piscataquis,2025-05-24,SEBEC R,Sebec,BROOK TROUT,500,10,-69.07085343721992,45.27277525142001,
Piscataquis,2025-05-24,DUNHAM B,Dover-Foxcroft,BROOK TROUT,200,10,-69.26305410900189,45.190153761117855,
Piscataquis,2025-05-27,FITZGERALD (MTN VIEW) P,Big Moose Twp,BROOK TROUT,2600,10,-69.6895764662,45.5200095837,
Somerset,2025-05-27,CHUB P,Hobbstown Twp,BROOK TROUT,250,10,-70.3047256985,45.4592893633,
Piscataquis,2025-05-28,SPENCER P (BIG),East Middlesex Canal Grant Twp,BROOK TROUT,1000,10,-69.565703112,45.7452247968,
Piscataquis,2025-05-29,DUNHAM B,Dover-Foxcroft,BROOK TROUT,220,10,-69.26305410900189,45.190153761117855,
Piscataquis,2025-06-02,POWER TROUT P,Moosehead Junction Twp,BROOK TROUT,250,10,-69.6186435644,45.3979195875,
Somerset,2025-06-02,WEST OUTLET (MOOSEHEAD L),Taunton & Raynham Academy Grant,BROOK TROUT,400,10,-69.7608342344,45.6419484999,
Somerset,2025-06-02,WEST OUTLET (MOOSEHEAD L),Taunton & Raynham Academy Grant,BROOK TROUT,100,10,-69.7608342344,45.6419484999,
Piscataquis,2025-06-02,DRUMMOND P,Abbot,BROOK TROUT,250,10,-69.4186747492,45.1704987801,
Somerset,2025-06-02,WEST OUTLET (MOOSEHEAD L),Taunton & Raynham Academy Grant,BROOK TROUT,100,10,-69.7608342344,45.6419484999,
Piscataquis,2025-06-02,GRAVEL PIT P,Moosehead Junction Twp,BROOK TROUT,250,10,-69.6241547647,45.4489544286,
Piscataquis,2025-06-03,WHETSTONE P,Blanchard Twp,BROOK TROUT,800,10,-69.558759336,45.2151650324,
Piscataquis,2025-06-10,DUNHAM B,Dover-Foxcroft,BROOK TROUT,220,10,-69.26305410900189,45.190153761117855,
Piscataquis,2025-06-11,KINGSBURY P,Kingsbury Plt,L.L. SALMON,1000,8,-69.66977160291798,45.10757787743356,
Piscataquis,2025-06-12,DAVIS P (FIRST),Guilford,L.L. SALMON,200,8,-69.4085781726,45.2364298672,
Piscataquis,2025-06-12,WILSON P (LOWER),Greenville,L.L. SALMON,500,8,-69.5255551593,45.4824976464,
Piscataquis,2025-09-18,ROCKY P,T3 R11 WELS,BROOK TROUT,0,0,-69.1264015357,45.8603252421,
Somerset,2025-09-20,SUGAR BERTH P,Dennistown Plt,BROOK TROUT,900,7,-70.3514321485,45.6432937288,
Somerset,2025-09-29,HALE P,Alder Brook Twp,BROOK TROUT,800,7,-70.1671607857,45.8214670075,
Somerset,2025-09-29,SMITH P,Parlin Pond Twp,BROOK TROUT,650,7,-70.0258126879,45.5672127062,
Somerset,2025-09-29,MOORE P,Bradstreet Twp,BROOK TROUT,850,7,-70.254334,45.489827,
Somerset,2025-09-29,LOON P,Attean Twp,BROOK TROUT,750,7,-70.3935141467,45.6065317197,
Somerset,2025-09-29,TRICKEY P,Alder Brook Twp,BROOK TROUT,450,7,-70.1191581091,45.804932653,
Piscataquis,2025-09-29,CHESUNCOOK P,T3 R11 WELS,SPLAKE,700,6,-69.1820606272,45.8552139615,
Piscataquis,2025-09-29,LONG P,TA R11 WELS,SPLAKE,100,6,-69.1368961224,45.6694722633,
Piscataquis,2025-09-29,HOLBROOK P,Rainbow Twp,SPLAKE,500,6,-69.1467775862,45.8494289288,
Somerset,2025-09-29,BEAVER P,Forsyth Twp,BROOK TROUT,150,6,-70.431288092,45.6736318765,
Piscataquis,2025-09-29,PINE P (BIG),T3 R13 WELS,BROOK TROUT,1600,7,-69.4278252059,45.8680038647,
Piscataquis,2025-09-29,DEBSCONEAG L (5TH),Rainbow Twp,BROOK TROUT,1600,7,-69.0995295024,45.7622696377,
Piscataquis,2025-09-29,DEBSCONEAG L (6TH),T1 R11 WELS,BROOK TROUT,600,7,-69.1216217817,45.7601707275,
Piscataquis,2025-09-29,TEN-FORTY P,T2 R12 WELS,BROOK TROUT,450,7,-69.2414334002,45.7900217105,
Piscataquis,2025-09-29,LONG BOG,Shawtown Twp,BROOK TROUT,300,8,-69.2619117792,45.6631670455,
Piscataquis,2025-09-29,BEAN P (LOWER),Rainbow Twp,BROOK TROUT,600,7,-69.1898563895,45.8126459882,
Somerset,2025-09-29,LANE P (LITTLE),Hammond Twp,BROOK TROUT,300,7,-70.0979930645,45.9253876113,
Piscataquis,2025-09-29,MCKENNA P,T3 R11 WELS,BROOK TROUT,800,8,-69.102249865,45.9094314139,
Piscataquis,2025-09-29,SALMON P,T4 R13 WELS,BROOK TROUT,900,7,-69.462659635,45.9413201682,
Piscataquis,2025-09-29,BEAN P,T2 R12 WELS,BROOK TROUT,150,7,-69.2163387255,45.8068423173,
Piscataquis,2025-09-29,MURPHY P (BIG),Rainbow Twp,BROOK TROUT,525,7,-69.1685670454,45.7948404441,
Somerset,2025-09-29,CLEARWATER P,Attean Twp,BROOK TROUT,350,7,-70.3637623049,45.5863052025,
Piscataquis,2025-09-29,FOWLER P,T3 R11 WELS,BROOK TROUT,400,6,-69.0957647627,45.8881179818,
Piscataquis,2025-09-29,LEAVITT P,T1 R11 WELS,BROOK TROUT,500,7,-69.0961253258,45.6834367578,
Piscataquis,2025-09-29,LAZY TOM P,T1 R13 WELS,BROOK TROUT,350,7,-69.4234905252,45.7398755849,
Piscataquis,2025-09-29,CARRY P,T3 R11 WELS,BROOK TROUT,500,8,-69.1635643495,45.872549226,
Somerset,2025-09-29,FISH P,Thorndike Twp,BROOK TROUT,3050,7,-70.1279378984,45.7456404907,
Somerset,2025-09-29,RODERIQUE P,Rockwood Strip T2 R1 NBKP,BROOK TROUT,450,7,-69.9273571158,45.6542405076,
Somerset,2025-09-29,OTTER P (LITTLE),Sandwich Academy Grant Twp,BROOK TROUT,200,7,-69.9327721628,45.6073207536,
Franklin,2025-09-29,INDIAN P (BIG),Lowelltown Twp,BROOK TROUT,1950,7,-70.6082815004356,45.54434541622695,
Piscataquis,2025-09-29,CLIFFORD P,Rainbow Twp,BROOK TROUT,250,7,-69.0929102982,45.8350585113,
Somerset,2025-09-29,RANCOURT P,Dennistown Plt,BROOK TROUT,450,7,-70.3064706028,45.6617165521,
Somerset,2025-09-29,LUTHER P,Thorndike Twp,BROOK TROUT,1500,7,-70.083661118,45.7287561856,
Piscataquis,2025-09-29,CRESCENT P,Rainbow Twp,BROOK TROUT,225,7,-69.1805441121,45.7691131957,
Piscataquis,2025-09-29,BEAN P (UPPER),Rainbow Twp,BROOK TROUT,250,7,-69.1811521349,45.8272641286,
Somerset,2025-09-29,DEMO P,Rockwood Strip T2 R1 NBKP,BROOK TROUT,3800,7,-69.9662904396,45.6502172545,
Somerset,2025-09-29,OTTER P,Sandwich Academy Grant Twp,BROOK TROUT,475,7,-69.9069102257,45.6035862063,
Somerset,2025-09-29,DAYMOND P,Moose River,BROOK TROUT,200,7,-70.2701944199,45.6955780899,
Somerset,2025-10-01,WEST OUTLET (MOOSEHEAD L),Taunton & Raynham Academy Grant,BROOK TROUT,250,13,-69.7608342344,45.6419484999,
Somerset,2025-10-01,WEST OUTLET (MOOSEHEAD L),Taunton & Raynham Academy Grant,BROOK TROUT,75,13,-69.7608342344,45.6419484999,
Somerset,2025-10-01,WEST OUTLET (MOOSEHEAD L),Taunton & Raynham Academy Grant,BROOK TROUT,75,13,-69.7608342344,45.6419484999,
Piscataquis,2025-10-01,PRONG P,Beaver Cove,BROOK TROUT,1100,13,-69.527521416,45.5353776477,
Piscataquis,2025-10-01,GRAVEL PIT P,Moosehead Junction Twp,BROOK TROUT,250,13,-69.6241547647,45.4489544286,
Piscataquis,2025-10-01,BRANNS MILL P,Dover-Foxcroft,BROOK TROUT,1200,13,-69.1689383422,45.1087238898,
Piscataquis,2025-10-01,LILY P,Monson,BROOK TROUT,0,0,-69.5088250403,45.3402609457,
Piscataquis,2025-10-02,FITZGERALD (MTN VIEW) P,Big Moose Twp,BROOK TROUT,1450,13,-69.6895764662,45.5200095837,
Piscataquis,2025-10-03,MCLELLAN P,Elliottsville Twp,BROOK TROUT,300,6,-69.5186817993,45.3487062953,
Piscataquis,2025-10-03,HORSESHOE P,Willimantic,BROOK TROUT,1300,6,-69.3763458303,45.2869219509,
Piscataquis,2025-10-03,SMITH P,Elliottsville Twp,BROOK TROUT,100,6,-69.4925115087,45.3845482439,
Piscataquis,2025-10-03,HOUSTON P,T7 R9 NWP,BROOK TROUT,1400,6,-69.234607576,45.427622356,
Piscataquis,2025-10-03,INDIAN & DAM PONDS,T7 R9 NWP,BROOK TROUT,1000,6,-69.2975714144,45.4179745837,
Piscataquis,2025-10-03,GREENWOOD P (LITTLE),Elliottsville Twp,SPLAKE,150,6,-69.4134312521,45.3691589713,
Piscataquis,2025-10-03,GARLAND P,Dover-Foxcroft,SPLAKE,100,6,-69.2329383249,45.2609636226,
Piscataquis,2025-10-03,GRINDSTONE P,Willimantic,BROOK TROUT,775,6,-69.3938851301,45.3231521328,
Piscataquis,2025-10-03,RABBIT P,Elliottsville Twp,BROOK TROUT,100,6,-69.5018887201,45.3561502622,
Piscataquis,2025-10-03,CENTER P,Sangerville,BROOK TROUT,1000,13,-69.3035533383,45.123664927,
Piscataquis,2025-10-03,SOUTH P,Monson,BROOK TROUT,360,6,-69.4555372643,45.3417443908,
Piscataquis,2025-10-03,BELL P,Monson,BROOK TROUT,350,6,-69.5213627938,45.3429512663,
Piscataquis,2025-10-06,KINGSBURY P,Kingsbury Plt,BROOK TROUT,550,12,-69.66977160291798,45.10757787743356,
Somerset,2025-10-06,KENNEBEC R,Sapling Twp,BROOK TROUT,150,13,-69.7717105901,45.5830323427,
Somerset,2025-10-06,KENNEBEC R,Sapling Twp,BROOK TROUT,150,13,-69.7717105901,45.5830323427,
Somerset,2025-10-06,KENNEBEC R,Sapling Twp,BROOK TROUT,500,13,-69.7717105901,45.5830323427,
Piscataquis,2025-10-08,DAVIS P (FIRST),Guilford,BROOK TROUT,700,13,-69.4085781726,45.2364298672,
Somerset,2025-10-09,CHASE STREAM P (LITTLE),Misery Twp,BROOK TROUT,575,7,-69.9345255935,45.5211780931,
Somerset,2025-10-10,LONG P,Forsyth Twp,BROOK TROUT,1000,7,-70.475380231,45.6106753562,
Somerset,2025-10-10,MCKENNEY P,Holeb Twp,BROOK TROUT,1000,7,-70.4858234546,45.6052629748,
Piscataquis,2025-10-14,SNOWS P,Dover-Foxcroft,BROOK TROUT,110,13,-69.2437141259,45.2005768083,
Piscataquis,2025-10-14,DRUMMOND P,Abbot,BROOK TROUT,275,13,-69.4186747492,45.1704987801,
Piscataquis,2025-10-14,HARLOW P,Parkman,BROOK TROUT,495,13,-69.3987038894,45.141679772,
Piscataquis,2025-10-18,PISCATAQUIS R,Dover-Foxcroft,BROOK TROUT,0,0,-69.23960769214355,45.183890154189605,
Piscataquis,2025-10-18,PISCATAQUIS R,Dover-Foxcroft,BROOK TROUT,0,0,-69.23960769214355,45.183890154189605,
Piscataquis,2025-10-20,DUNHAM B,Dover-Foxcroft,BROOK TROUT,200,13,-69.26305410900189,45.190153761117855,
Piscataquis,2025-10-20,SEBEC R,Sebec,BROOK TROUT,250,13,-69.07085343721992,45.27277525142001,
Piscataquis,2025-10-20,MANHANOCK P,Sangerville,BROOK TROUT,1050,13,-69.3708267353,45.1477923135,
Somerset,2025-10-20,WOOD P (BIG),Attean Twp,BROOK TROUT,1000,13,-70.2818578968,45.6202887498,
Somerset,2025-10-24,WOOD P (BIG),Attean Twp,BROOK TROUT,750,13,-70.2818578968,45.6202887498,
Somerset,2025-10-24,WOOD P (BIG),Attean Twp,BROOK TROUT,33,18,-70.2818578968,45.6202887498,
Piscataquis,2025-10-27,SAWYER P,Greenville,BROOK TROUT,350,13,-69.5551055811,45.4772375371,
Piscataquis,2025-10-30,DOE P,Monson,BROOK TROUT,200,13,-69.5458300124,45.2725102047,
Piscataquis,2025-10-30,SHIRLEY P,Shirley,BROOK TROUT,300,13,-69.6210105267,45.368161981,
Piscataquis,2025-10-30,HEBRON L,Monson,BROOK TROUT,3150,7,-69.5273310379,45.2805472069,
Somerset,2025-11-04,WOOD P (BIG),Attean Twp,SPLAKE,1000,13,-70.2818578968,45.6202887498,
Piscataquis,2025-11-07,FITZGERALD (MTN VIEW) P,Big Moose Twp,BROOK TROUT,50,18,-69.6895764662,45.5200095837,
Piscataquis,2025-11-07,PRONG P,Beaver Cove,BROOK TROUT,50,18,-69.527521416,45.5353776477,
Piscataquis,2025-11-07,DRUMMOND P,Abbot,BROOK TROUT,25,18,-69.4186747492,45.1704987801,
Somerset,2025-11-07,WOOD P (BIG),Attean Twp,BROOK TROUT,71,18,-70.2818578968,45.6202887498,
Piscataquis,2025-11-13,MANHANOCK P,Sangerville,BROOK TROUT,75,18,-69.3708267353,45.1477923135,
Piscataquis,2025-11-13,HARLOW P,Parkman,BROOK TROUT,25,18,-69.3987038894,45.141679772,
Piscataquis,2025-11-14,HEBRON L,Monson,BROOK TROUT,5000,7,-69.5273310379,45.2805472069,
Piscataquis,2025-11-24,BRANNS MILL P,Dover-Foxcroft,BROOK TROUT,70,18,-69.1689383422,45.1087238898,
Penobscot,2025-04-16,BURLINGTON FIRE P,Burlington,BROOK TROUT,55,10,-68.4247379646,45.209261411,
Penobscot,2025-04-16,COLD STREAM P,Enfield,BROOK TROUT,400,10,-68.544563772,45.2668776274,
Penobscot,2025-04-17,COLD STREAM P,Enfield,BROOK TROUT,400,10,-68.544563772,45.2668776274,
Piscataquis,2025-04-17,SCHOODIC L,Lake View Plt,BROOK TROUT,1500,10,-68.9219156521,45.3707656872,
Piscataquis,2025-04-24,MILO FARM (HARRIS) P,Milo,BROOK TROUT,100,10,-68.99338498331788,45.268214487174106,
Penobscot,2025-04-24,COLD STREAM P,Enfield,BROOK TROUT,400,10,-68.544563772,45.2668776274,
Penobscot,2025-04-24,EDWARDS FAMILY KIDS FISHING P,Lincoln,BROOK TROUT,150,10,-68.53515327684133,45.35708386581909,
Aroostook,2025-04-28,PLEASANT L,Island Falls,BROOK TROUT,1700,10,-68.183442248,46.0216627695,
Penobscot,2025-04-28,COLD STREAM P (UPPER),Lincoln,BROOK TROUT,250,10,-68.4750834358,45.2995178445,
Penobscot,2025-04-28,MATTAGODUS STREAM,Springfield,BROOK TROUT,300,10,-68.12620998943352,45.42363026380691,
Penobscot,2025-04-28,COLD STREAM P (UPPER),Lincoln,BROOK TROUT,250,10,-68.4750834358,45.2995178445,
Aroostook,2025-04-30,DEERING L,Weston,BROOK TROUT,600,10,-67.8502556219,45.7646253556,
Penobscot,2025-04-30,ROCKY B,Lincoln,BROOK TROUT,150,10,-68.4944875080889,45.33202023240102,
Hancock,2025-04-30,WEST L,T3 ND,BROOK TROUT,600,10,-68.1952819302,45.114448988,
Aroostook,2025-04-30,HANNINGTON P,Reed Plt,BROOK TROUT,300,10,-68.0742288275,45.6467038754,
Aroostook,2025-05-01,GRAND L (EAST),Weston,BROOK TROUT,1650,8,-67.8043959001,45.735403458,
Washington,2025-05-01,GRAND L (EAST),Danforth,BROOK TROUT,1650,9,-67.76561203426425,45.66996764851457,
Washington,2025-05-01,MUSQUASH L (EAST),Topsfield,L.L. SALMON,400,6,-67.8055292717,45.4100996185,
Washington,2025-05-01,MUSQUASH L (EAST),Topsfield,BROOK TROUT,800,9,-67.8055292717,45.4100996185,
Washington,2025-05-01,LAMBERT L,Lambert Lake Twp,L.L. SALMON,300,6,-69.5131437424,45.8603117116,
Penobscot,2025-05-02,SHIN P (UPPER),Mount Chase,BROOK TROUT,250,10,-68.5391556822,46.1194566594,
Penobscot,2025-05-02,GILES P,Patten,BROOK TROUT,200,10,-68.4542056783,46.0158141883,
Penobscot,2025-05-02,SHIN P (LOWER),Mount Chase,BROOK TROUT,500,10,-68.5549635277,46.1060903987,
Penobscot,2025-05-02,JERRY P,Millinocket,BROOK TROUT,500,10,-68.6817557169,45.6696653205,
Piscataquis,2025-05-05,JO-MARY L (UPPER),TA R10 WELS,BROOK TROUT,1800,10,-68.9620118246,45.6008210034,
Penobscot,2025-05-05,SEBOEIS STREAM,Seboeis Plt,BROOK TROUT,250,10,-68.71041092849724,45.35442753920234,
Penobscot,2025-05-06,HAY L,T6 R8 WELS,BROOK TROUT,400,10,-68.7183843161,46.1465501401,
Penobscot,2025-05-06,SCRAGGLY L,T7 R8 WELS,BROOK TROUT,900,10,-68.7548367633,46.2387853509,
Penobscot,2025-05-06,MILLINOCKET STREAM,T1 R8 WELS,BROOK TROUT,700,10,-68.72686655594019,45.73113053885064,
Penobscot,2025-05-06,DAVIS (WAPITI) P,T5 R7 WELS,BROOK TROUT,300,10,-68.5886675778,46.0956385185,
Piscataquis,2025-05-07,PLEASANT R,Brownville,BROOK TROUT,500,10,-69.03796424808854,45.32339896886869,
Piscataquis,2025-05-07,PLEASANT R,Brownville,BROOK TROUT,500,10,-69.03796424808854,45.32339896886869,
Penobscot,2025-05-07,MILLINOCKET L,T1 R8 WELS,LAKE TROUT,5000,6,-68.7939903471,45.7592994858,
Piscataquis,2025-05-07,SEBOEIS L,T4 R9 NWP,L.L. SALMON,700,6,-68.8813267314,45.4524965374,
Hancock,2025-05-07,WEST L,T3 ND,L.L. SALMON,500,6,-68.1952819302,45.114448988,
Penobscot,2025-05-07,MILLINOCKET L,T1 R8 WELS,L.L. SALMON,1500,6,-68.7939903471,45.7592994858,
Piscataquis,2025-05-08,TOGUE P (LOWER),T2 R9 WELS,SPLAKE,300,10,-68.8717685209,45.8197337926,
Piscataquis,2025-05-08,SEBOEIS L,T4 R9 NWP,SPLAKE,700,10,-68.8813267314,45.4524965374,
Penobscot,2025-05-09,BURLINGTON FIRE P,Burlington,BROOK TROUT,55,10,-68.4247379646,45.209261411,
Penobscot,2025-05-12,COLD STREAM P,Enfield,L.L. SALMON,450,7,-68.544563772,45.2668776274,
Penobscot,2025-05-12,COLD STREAM P,Enfield,L.L. SALMON,450,7,-68.544563772,45.2668776274,
Penobscot,2025-05-12,COLD STREAM P (UPPER),Lincoln,L.L. SALMON,200,7,-68.4750834358,45.2995178445,
Penobscot,2025-05-12,COLD STREAM P (UPPER),Lincoln,L.L. SALMON,200,7,-68.4750834358,45.2995178445,
Penobscot,2025-05-12,SHIN P (LOWER),Mount Chase,L.L. SALMON,250,7,-68.5549635277,46.1060903987,
Penobscot,2025-05-12,COLD STREAM P,Enfield,L.L. SALMON,450,7,-68.544563772,45.2668776274,
Penobscot,2025-05-12,TROUT P,Soldiertown Twp T2 R7 WELS,BROOK TROUT,350,10,-68.6883317385,45.8488974402,
Penobscot,2025-05-12,SHIN P (UPPER),Mount Chase,L.L. SALMON,200,7,-68.5391556822,46.1194566594,
Penobscot,2025-05-13,TROUT P,Lowell,BROOK TROUT,450,10,-68.4885429512,45.2425050093,
Penobscot,2025-05-13,SYSLADOBSIS L (UP),Lakeville,L.L. SALMON,400,6,-68.1209317727,45.3001249002,
Hancock,2025-05-13,TITCOMB P,T32 MD,BROOK TROUT,350,10,-68.4390135232,44.9322593468,
Penobscot,2025-05-13,ROUND P (LITTLE),Lincoln,BROOK TROUT,300,10,-68.4470462193,45.3140938099,
Hancock,2025-05-13,SPRING L,T3 ND,L.L. SALMON,250,7,-68.2109615103,45.2123180768,
Washington,2025-05-13,GREENLAND P (LITTLE),Danforth,BROOK TROUT,150,10,-67.755245964,45.6052905217,
Penobscot,2025-05-13,SYSLADOBSIS L (LO),Lakeville,L.L. SALMON,1000,6,-68.0561006403,45.2970725799,
Penobscot,2025-05-14,STILLWATER R,Orono,BROOK TROUT,250,10,-68.67550948121561,44.89072070053106,
Penobscot,2025-05-14,STILLWATER R,Old Town,BROOK TROUT,250,10,-68.69251672307452,44.93479876014279,
Piscataquis,2025-05-14,SEBEC R,Milo,BROOK TROUT,400,10,-69.02281181794588,45.26863111350234,
Aroostook,2025-05-14,ROCK CRUSHER P,Island Falls,BROOK TROUT,330,10,-68.2908822361,46.0341227221,
Piscataquis,2025-05-14,MILO FARM (HARRIS) P,Milo,BROOK TROUT,100,10,-68.99338498331788,45.268214487174106,
Penobscot,2025-05-15,EDWARDS FAMILY KIDS FISHING P,Lincoln,BROOK TROUT,150,10,-68.53515327684133,45.35708386581909,
Penobscot,2025-05-15,ROCKY B,Lincoln,BROOK TROUT,150,10,-68.4944875080889,45.33202023240102,
Aroostook,2025-05-15,PLEASANT L,Island Falls,L.L. SALMON,700,6,-68.183442248,46.0216627695,
Aroostook,2025-05-15,DEERING L,Weston,L.L. SALMON,300,6,-67.8502556219,45.7646253556,
Aroostook,2025-05-16,GRAND L (EAST),Orient,L.L. SALMON,2250,6,-67.8043959001,45.735403458,
Washington,2025-05-16,GRAND L (EAST),Danforth,L.L. SALMON,2250,6,-67.76561203426425,45.66996764851457,
Hancock,2025-05-20,PICKEREL P,T32 MD,BROOK TROUT,550,10,-68.454651909,44.9732921362,
Aroostook,2025-05-20,MATTAWAMKEAG R,Haynesville,BROOK TROUT,275,10,-67.99638087006802,45.8361713403225,
Washington,2025-05-20,SPEDNIC L,Forest City Twp,L.L. SALMON,1500,6,-67.7211828206,45.6702986608,
Washington,2025-05-20,SPEDNIC L,Vanceboro,L.L. SALMON,1200,6,-67.4774745187,45.6006591373,
Piscataquis,2025-05-20,MILO FARM (HARRIS) P,Milo,BROOK TROUT,110,10,-68.99338498331788,45.268214487174106,
Aroostook,2025-05-20,MATTAWAMKEAG R,Haynesville,BROOK TROUT,275,10,-67.99638087006802,45.8361713403225,
Penobscot,2025-05-20,BURLINGTON FIRE P,Burlington,BROOK TROUT,55,10,-68.4247379646,45.209261411,
Aroostook,2025-05-21,MATTAWAMKEAG R (EAST BRANCH),Forkstown Twp,BROOK TROUT,1100,10,-68.03172378040088,45.89241061587763,
Piscataquis,2025-05-22,SCHOODIC L,Lake View Plt,L.L. SALMON,600,7,-68.9219156521,45.3707656872,
Washington,2025-05-22,PLEASANT L,Kossuth Twp,L.L. SALMON,700,6,-67.8889144616,45.3764425659,
Penobscot,2025-05-22,COLD STREAM,Enfield,BROOK TROUT,110,10,-68.5702519298811,45.24848554987813,
